v1	V(n001)	I(D1)
2.225999999999936e-01	2.226000e-01	3.400558e-07
2.226999999999936e-01	2.227000e-01	3.408126e-07
2.227999999999936e-01	2.228000e-01	3.415711e-07
2.228999999999936e-01	2.229000e-01	3.423312e-07
2.229999999999936e-01	2.230000e-01	3.430931e-07
2.230999999999936e-01	2.231000e-01	3.438566e-07
2.231999999999935e-01	2.232000e-01	3.446218e-07
2.232999999999935e-01	2.233000e-01	3.453887e-07
2.233999999999935e-01	2.234000e-01	3.461573e-07
2.234999999999935e-01	2.235000e-01	3.469276e-07
2.235999999999935e-01	2.236000e-01	3.476996e-07
2.236999999999935e-01	2.237000e-01	3.484733e-07
2.237999999999935e-01	2.238000e-01	3.492487e-07
2.238999999999935e-01	2.239000e-01	3.500258e-07
2.239999999999935e-01	2.240000e-01	3.508046e-07
2.240999999999934e-01	2.241000e-01	3.515852e-07
2.241999999999934e-01	2.242000e-01	3.523675e-07
2.242999999999934e-01	2.243000e-01	3.531515e-07
2.243999999999934e-01	2.244000e-01	3.539373e-07
2.244999999999934e-01	2.245000e-01	3.547247e-07
2.245999999999934e-01	2.246000e-01	3.555139e-07
2.246999999999934e-01	2.247000e-01	3.563049e-07
2.247999999999934e-01	2.248000e-01	3.570976e-07
2.248999999999934e-01	2.249000e-01	3.578921e-07
2.249999999999933e-01	2.250000e-01	3.586883e-07
2.250999999999933e-01	2.251000e-01	3.594863e-07
2.251999999999933e-01	2.252000e-01	3.602860e-07
2.252999999999933e-01	2.253000e-01	3.610875e-07
2.253999999999933e-01	2.254000e-01	3.618908e-07
2.254999999999933e-01	2.255000e-01	3.626958e-07
2.255999999999933e-01	2.256000e-01	3.635027e-07
2.256999999999933e-01	2.257000e-01	3.643113e-07
2.257999999999933e-01	2.258000e-01	3.651217e-07
2.258999999999932e-01	2.259000e-01	3.659339e-07
2.259999999999932e-01	2.260000e-01	3.667478e-07
2.260999999999932e-01	2.261000e-01	3.675636e-07
2.261999999999932e-01	2.262000e-01	3.683812e-07
2.262999999999932e-01	2.263000e-01	3.692006e-07
2.263999999999932e-01	2.264000e-01	3.700218e-07
2.264999999999932e-01	2.265000e-01	3.708448e-07
2.265999999999932e-01	2.266000e-01	3.716696e-07
2.266999999999932e-01	2.267000e-01	3.724963e-07
2.267999999999931e-01	2.268000e-01	3.733248e-07
2.268999999999931e-01	2.269000e-01	3.741551e-07
2.269999999999931e-01	2.270000e-01	3.749872e-07
2.270999999999931e-01	2.271000e-01	3.758212e-07
2.271999999999931e-01	2.272000e-01	3.766570e-07
2.272999999999931e-01	2.273000e-01	3.774947e-07
2.273999999999931e-01	2.274000e-01	3.783342e-07
2.274999999999931e-01	2.275000e-01	3.791756e-07
2.275999999999931e-01	2.276000e-01	3.800188e-07
2.276999999999930e-01	2.277000e-01	3.808639e-07
2.277999999999930e-01	2.278000e-01	3.817109e-07
2.278999999999930e-01	2.279000e-01	3.825597e-07
2.279999999999930e-01	2.280000e-01	3.834104e-07
2.280999999999930e-01	2.281000e-01	3.842630e-07
2.281999999999930e-01	2.282000e-01	3.851175e-07
2.282999999999930e-01	2.283000e-01	3.859738e-07
2.283999999999930e-01	2.284000e-01	3.868321e-07
2.284999999999930e-01	2.285000e-01	3.876922e-07
2.285999999999929e-01	2.286000e-01	3.885543e-07
2.286999999999929e-01	2.287000e-01	3.894183e-07
2.287999999999929e-01	2.288000e-01	3.902841e-07
2.288999999999929e-01	2.289000e-01	3.911519e-07
2.289999999999929e-01	2.290000e-01	3.920216e-07
2.290999999999929e-01	2.291000e-01	3.928932e-07
2.291999999999929e-01	2.292000e-01	3.937667e-07
2.292999999999929e-01	2.293000e-01	3.946422e-07
2.293999999999929e-01	2.294000e-01	3.955196e-07
2.294999999999928e-01	2.295000e-01	3.963989e-07
2.295999999999928e-01	2.296000e-01	3.972802e-07
2.296999999999928e-01	2.297000e-01	3.981635e-07
2.297999999999928e-01	2.298000e-01	3.990486e-07
2.298999999999928e-01	2.299000e-01	3.999358e-07
2.299999999999928e-01	2.300000e-01	4.008249e-07
2.300999999999928e-01	2.301000e-01	4.017159e-07
2.301999999999928e-01	2.302000e-01	4.026090e-07
2.302999999999928e-01	2.303000e-01	4.035040e-07
2.303999999999927e-01	2.304000e-01	4.044009e-07
2.304999999999927e-01	2.305000e-01	4.052999e-07
2.305999999999927e-01	2.306000e-01	4.062009e-07
2.306999999999927e-01	2.307000e-01	4.071038e-07
2.307999999999927e-01	2.308000e-01	4.080087e-07
2.308999999999927e-01	2.309000e-01	4.089157e-07
2.309999999999927e-01	2.310000e-01	4.098246e-07
2.310999999999927e-01	2.311000e-01	4.107355e-07
2.311999999999927e-01	2.312000e-01	4.116485e-07
2.312999999999927e-01	2.313000e-01	4.125635e-07
2.313999999999926e-01	2.314000e-01	4.134804e-07
2.314999999999926e-01	2.315000e-01	4.143995e-07
2.315999999999926e-01	2.316000e-01	4.153205e-07
2.316999999999926e-01	2.317000e-01	4.162436e-07
2.317999999999926e-01	2.318000e-01	4.171687e-07
2.318999999999926e-01	2.319000e-01	4.180959e-07
2.319999999999926e-01	2.320000e-01	4.190251e-07
2.320999999999926e-01	2.321000e-01	4.199564e-07
2.321999999999926e-01	2.322000e-01	4.208897e-07
2.322999999999925e-01	2.323000e-01	4.218251e-07
2.323999999999925e-01	2.324000e-01	4.227626e-07
2.324999999999925e-01	2.325000e-01	4.237021e-07
2.325999999999925e-01	2.326000e-01	4.246437e-07
2.326999999999925e-01	2.327000e-01	4.255874e-07
2.327999999999925e-01	2.328000e-01	4.265331e-07
2.328999999999925e-01	2.329000e-01	4.274810e-07
2.329999999999925e-01	2.330000e-01	4.284310e-07
2.330999999999925e-01	2.331000e-01	4.293830e-07
2.331999999999924e-01	2.332000e-01	4.303371e-07
2.332999999999924e-01	2.333000e-01	4.312934e-07
2.333999999999924e-01	2.334000e-01	4.322518e-07
2.334999999999924e-01	2.335000e-01	4.332123e-07
2.335999999999924e-01	2.336000e-01	4.341749e-07
2.336999999999924e-01	2.337000e-01	4.351396e-07
2.337999999999924e-01	2.338000e-01	4.361065e-07
2.338999999999924e-01	2.339000e-01	4.370755e-07
2.339999999999924e-01	2.340000e-01	4.380466e-07
2.340999999999923e-01	2.341000e-01	4.390199e-07
2.341999999999923e-01	2.342000e-01	4.399953e-07
2.342999999999923e-01	2.343000e-01	4.409729e-07
2.343999999999923e-01	2.344000e-01	4.419527e-07
2.344999999999923e-01	2.345000e-01	4.429346e-07
2.345999999999923e-01	2.346000e-01	4.439187e-07
2.346999999999923e-01	2.347000e-01	4.449050e-07
2.347999999999923e-01	2.348000e-01	4.458934e-07
2.348999999999923e-01	2.349000e-01	4.468840e-07
2.349999999999922e-01	2.350000e-01	4.478769e-07
2.350999999999922e-01	2.351000e-01	4.488719e-07
2.351999999999922e-01	2.352000e-01	4.498691e-07
2.352999999999922e-01	2.353000e-01	4.508685e-07
2.353999999999922e-01	2.354000e-01	4.518701e-07
2.354999999999922e-01	2.355000e-01	4.528739e-07
2.355999999999922e-01	2.356000e-01	4.538800e-07
2.356999999999922e-01	2.357000e-01	4.548882e-07
2.357999999999922e-01	2.358000e-01	4.558987e-07
2.358999999999921e-01	2.359000e-01	4.569115e-07
2.359999999999921e-01	2.360000e-01	4.579264e-07
2.360999999999921e-01	2.361000e-01	4.589436e-07
2.361999999999921e-01	2.362000e-01	4.599631e-07
2.362999999999921e-01	2.363000e-01	4.609848e-07
2.363999999999921e-01	2.364000e-01	4.620088e-07
2.364999999999921e-01	2.365000e-01	4.630350e-07
2.365999999999921e-01	2.366000e-01	4.640635e-07
2.366999999999921e-01	2.367000e-01	4.650942e-07
2.367999999999920e-01	2.368000e-01	4.661273e-07
2.368999999999920e-01	2.369000e-01	4.671626e-07
2.369999999999920e-01	2.370000e-01	4.682002e-07
2.370999999999920e-01	2.371000e-01	4.692401e-07
2.371999999999920e-01	2.372000e-01	4.702823e-07
2.372999999999920e-01	2.373000e-01	4.713268e-07
2.373999999999920e-01	2.374000e-01	4.723736e-07
2.374999999999920e-01	2.375000e-01	4.734228e-07
2.375999999999920e-01	2.376000e-01	4.744742e-07
2.376999999999919e-01	2.377000e-01	4.755280e-07
2.377999999999919e-01	2.378000e-01	4.765841e-07
2.378999999999919e-01	2.379000e-01	4.776425e-07
2.379999999999919e-01	2.380000e-01	4.787033e-07
2.380999999999919e-01	2.381000e-01	4.797664e-07
2.381999999999919e-01	2.382000e-01	4.808318e-07
2.382999999999919e-01	2.383000e-01	4.818996e-07
2.383999999999919e-01	2.384000e-01	4.829698e-07
2.384999999999919e-01	2.385000e-01	4.840423e-07
2.385999999999918e-01	2.386000e-01	4.851173e-07
2.386999999999918e-01	2.387000e-01	4.861946e-07
2.387999999999918e-01	2.388000e-01	4.872742e-07
2.388999999999918e-01	2.389000e-01	4.883562e-07
2.389999999999918e-01	2.390000e-01	4.894407e-07
2.390999999999918e-01	2.391000e-01	4.905275e-07
2.391999999999918e-01	2.392000e-01	4.916167e-07
2.392999999999918e-01	2.393000e-01	4.927084e-07
2.393999999999918e-01	2.394000e-01	4.938024e-07
2.394999999999917e-01	2.395000e-01	4.948989e-07
2.395999999999917e-01	2.396000e-01	4.959978e-07
2.396999999999917e-01	2.397000e-01	4.970991e-07
2.397999999999917e-01	2.398000e-01	4.982028e-07
2.398999999999917e-01	2.399000e-01	4.993090e-07
2.399999999999917e-01	2.400000e-01	5.004176e-07
2.400999999999917e-01	2.401000e-01	5.015287e-07
2.401999999999917e-01	2.402000e-01	5.026423e-07
2.402999999999917e-01	2.403000e-01	5.037583e-07
2.403999999999916e-01	2.404000e-01	5.048767e-07
2.404999999999916e-01	2.405000e-01	5.059976e-07
2.405999999999916e-01	2.406000e-01	5.071210e-07
2.406999999999916e-01	2.407000e-01	5.082469e-07
2.407999999999916e-01	2.408000e-01	5.093753e-07
2.408999999999916e-01	2.409000e-01	5.105061e-07
2.409999999999916e-01	2.410000e-01	5.116395e-07
2.410999999999916e-01	2.411000e-01	5.127754e-07
2.411999999999916e-01	2.412000e-01	5.139138e-07
2.412999999999915e-01	2.413000e-01	5.150546e-07
2.413999999999915e-01	2.414000e-01	5.161981e-07
2.414999999999915e-01	2.415000e-01	5.173440e-07
2.415999999999915e-01	2.416000e-01	5.184925e-07
2.416999999999915e-01	2.417000e-01	5.196435e-07
2.417999999999915e-01	2.418000e-01	5.207971e-07
2.418999999999915e-01	2.419000e-01	5.219532e-07
2.419999999999915e-01	2.420000e-01	5.231118e-07
2.420999999999915e-01	2.421000e-01	5.242730e-07
2.421999999999914e-01	2.422000e-01	5.254368e-07
2.422999999999914e-01	2.423000e-01	5.266031e-07
2.423999999999914e-01	2.424000e-01	5.277720e-07
2.424999999999914e-01	2.425000e-01	5.289436e-07
2.425999999999914e-01	2.426000e-01	5.301177e-07
2.426999999999914e-01	2.427000e-01	5.312943e-07
2.427999999999914e-01	2.428000e-01	5.324737e-07
2.428999999999914e-01	2.429000e-01	5.336556e-07
2.429999999999914e-01	2.430000e-01	5.348401e-07
2.430999999999914e-01	2.431000e-01	5.360272e-07
2.431999999999913e-01	2.432000e-01	5.372169e-07
2.432999999999913e-01	2.433000e-01	5.384093e-07
2.433999999999913e-01	2.434000e-01	5.396043e-07
2.434999999999913e-01	2.435000e-01	5.408020e-07
2.435999999999913e-01	2.436000e-01	5.420022e-07
2.436999999999913e-01	2.437000e-01	5.432052e-07
2.437999999999913e-01	2.438000e-01	5.444108e-07
2.438999999999913e-01	2.439000e-01	5.456191e-07
2.439999999999913e-01	2.440000e-01	5.468300e-07
2.440999999999912e-01	2.441000e-01	5.480436e-07
2.441999999999912e-01	2.442000e-01	5.492599e-07
2.442999999999912e-01	2.443000e-01	5.504789e-07
2.443999999999912e-01	2.444000e-01	5.517006e-07
2.444999999999912e-01	2.445000e-01	5.529249e-07
2.445999999999912e-01	2.446000e-01	5.541520e-07
2.446999999999912e-01	2.447000e-01	5.553818e-07
2.447999999999912e-01	2.448000e-01	5.566143e-07
2.448999999999912e-01	2.449000e-01	5.578495e-07
2.449999999999911e-01	2.450000e-01	5.590875e-07
2.450999999999911e-01	2.451000e-01	5.603281e-07
2.451999999999911e-01	2.452000e-01	5.615716e-07
2.452999999999911e-01	2.453000e-01	5.628178e-07
2.453999999999911e-01	2.454000e-01	5.640667e-07
2.454999999999911e-01	2.455000e-01	5.653184e-07
2.455999999999911e-01	2.456000e-01	5.665729e-07
2.456999999999911e-01	2.457000e-01	5.678301e-07
2.457999999999911e-01	2.458000e-01	5.690900e-07
2.458999999999910e-01	2.459000e-01	5.703529e-07
2.459999999999910e-01	2.460000e-01	5.716184e-07
2.460999999999910e-01	2.461000e-01	5.728868e-07
2.461999999999910e-01	2.462000e-01	5.741580e-07
2.462999999999910e-01	2.463000e-01	5.754320e-07
2.463999999999910e-01	2.464000e-01	5.767088e-07
2.464999999999910e-01	2.465000e-01	5.779884e-07
2.465999999999910e-01	2.466000e-01	5.792708e-07
2.466999999999910e-01	2.467000e-01	5.805561e-07
2.467999999999909e-01	2.468000e-01	5.818442e-07
2.468999999999909e-01	2.469000e-01	5.831352e-07
2.469999999999909e-01	2.470000e-01	5.844290e-07
2.470999999999909e-01	2.471000e-01	5.857257e-07
2.471999999999909e-01	2.472000e-01	5.870252e-07
2.472999999999909e-01	2.473000e-01	5.883276e-07
2.473999999999909e-01	2.474000e-01	5.896329e-07
2.474999999999909e-01	2.475000e-01	5.909411e-07
2.475999999999909e-01	2.476000e-01	5.922521e-07
2.476999999999908e-01	2.477000e-01	5.935661e-07
2.477999999999908e-01	2.478000e-01	5.948830e-07
2.478999999999908e-01	2.479000e-01	5.962027e-07
2.479999999999908e-01	2.480000e-01	5.975254e-07
2.480999999999908e-01	2.481000e-01	5.988510e-07
2.481999999999908e-01	2.482000e-01	6.001795e-07
2.482999999999908e-01	2.483000e-01	6.015110e-07
2.483999999999908e-01	2.484000e-01	6.028454e-07
2.484999999999908e-01	2.485000e-01	6.041828e-07
2.485999999999907e-01	2.486000e-01	6.055231e-07
2.486999999999907e-01	2.487000e-01	6.068664e-07
2.487999999999907e-01	2.488000e-01	6.082126e-07
2.488999999999907e-01	2.489000e-01	6.095618e-07
2.489999999999907e-01	2.490000e-01	6.109140e-07
2.490999999999907e-01	2.491000e-01	6.122692e-07
2.491999999999907e-01	2.492000e-01	6.136274e-07
2.492999999999907e-01	2.493000e-01	6.149886e-07
2.493999999999907e-01	2.494000e-01	6.163527e-07
2.494999999999906e-01	2.495000e-01	6.177199e-07
2.495999999999906e-01	2.496000e-01	6.190901e-07
2.496999999999906e-01	2.497000e-01	6.204634e-07
2.497999999999906e-01	2.498000e-01	6.218397e-07
2.498999999999906e-01	2.499000e-01	6.232190e-07
2.499999999999906e-01	2.500000e-01	6.246013e-07
2.500999999999906e-01	2.501000e-01	6.259868e-07
2.501999999999906e-01	2.502000e-01	6.273752e-07
2.502999999999906e-01	2.503000e-01	6.287668e-07
2.503999999999906e-01	2.504000e-01	6.301614e-07
2.504999999999906e-01	2.505000e-01	6.315591e-07
2.505999999999906e-01	2.506000e-01	6.329599e-07
2.506999999999905e-01	2.507000e-01	6.343638e-07
2.507999999999905e-01	2.508000e-01	6.357708e-07
2.508999999999905e-01	2.509000e-01	6.371809e-07
2.509999999999905e-01	2.510000e-01	6.385941e-07
2.510999999999905e-01	2.511000e-01	6.400105e-07
2.511999999999905e-01	2.512000e-01	6.414299e-07
2.512999999999905e-01	2.513000e-01	6.428525e-07
2.513999999999905e-01	2.514000e-01	6.442782e-07
2.514999999999905e-01	2.515000e-01	6.457071e-07
2.515999999999904e-01	2.516000e-01	6.471392e-07
2.516999999999904e-01	2.517000e-01	6.485744e-07
2.517999999999904e-01	2.518000e-01	6.500127e-07
2.518999999999904e-01	2.519000e-01	6.514543e-07
2.519999999999904e-01	2.520000e-01	6.528991e-07
2.520999999999904e-01	2.521000e-01	6.543470e-07
2.521999999999904e-01	2.522000e-01	6.557981e-07
2.522999999999904e-01	2.523000e-01	6.572525e-07
2.523999999999904e-01	2.524000e-01	6.587100e-07
2.524999999999903e-01	2.525000e-01	6.601708e-07
2.525999999999903e-01	2.526000e-01	6.616348e-07
2.526999999999903e-01	2.527000e-01	6.631020e-07
2.527999999999903e-01	2.528000e-01	6.645725e-07
2.528999999999903e-01	2.529000e-01	6.660462e-07
2.529999999999903e-01	2.530000e-01	6.675232e-07
2.530999999999903e-01	2.531000e-01	6.690034e-07
2.531999999999903e-01	2.532000e-01	6.704869e-07
2.532999999999903e-01	2.533000e-01	6.719737e-07
2.533999999999902e-01	2.534000e-01	6.734638e-07
2.534999999999902e-01	2.535000e-01	6.749572e-07
2.535999999999902e-01	2.536000e-01	6.764539e-07
2.536999999999902e-01	2.537000e-01	6.779538e-07
2.537999999999902e-01	2.538000e-01	6.794571e-07
2.538999999999902e-01	2.539000e-01	6.809637e-07
2.539999999999902e-01	2.540000e-01	6.824736e-07
2.540999999999902e-01	2.541000e-01	6.839869e-07
2.541999999999902e-01	2.542000e-01	6.855035e-07
2.542999999999901e-01	2.543000e-01	6.870235e-07
2.543999999999901e-01	2.544000e-01	6.885468e-07
2.544999999999901e-01	2.545000e-01	6.900735e-07
2.545999999999901e-01	2.546000e-01	6.916035e-07
2.546999999999901e-01	2.547000e-01	6.931370e-07
2.547999999999901e-01	2.548000e-01	6.946738e-07
2.548999999999901e-01	2.549000e-01	6.962140e-07
2.549999999999901e-01	2.550000e-01	6.977576e-07
2.550999999999901e-01	2.551000e-01	6.993047e-07
2.551999999999900e-01	2.552000e-01	7.008551e-07
2.552999999999900e-01	2.553000e-01	7.024090e-07
2.553999999999900e-01	2.554000e-01	7.039663e-07
2.554999999999900e-01	2.555000e-01	7.055270e-07
2.555999999999900e-01	2.556000e-01	7.070913e-07
2.556999999999900e-01	2.557000e-01	7.086589e-07
2.557999999999900e-01	2.558000e-01	7.102300e-07
2.558999999999900e-01	2.559000e-01	7.118046e-07
2.559999999999900e-01	2.560000e-01	7.133827e-07
2.560999999999899e-01	2.561000e-01	7.149642e-07
2.561999999999899e-01	2.562000e-01	7.165493e-07
2.562999999999899e-01	2.563000e-01	7.181378e-07
2.563999999999899e-01	2.564000e-01	7.197299e-07
2.564999999999899e-01	2.565000e-01	7.213255e-07
2.565999999999899e-01	2.566000e-01	7.229245e-07
2.566999999999899e-01	2.567000e-01	7.245272e-07
2.567999999999899e-01	2.568000e-01	7.261334e-07
2.568999999999899e-01	2.569000e-01	7.277431e-07
2.569999999999898e-01	2.570000e-01	7.293564e-07
2.570999999999898e-01	2.571000e-01	7.309732e-07
2.571999999999898e-01	2.572000e-01	7.325936e-07
2.572999999999898e-01	2.573000e-01	7.342176e-07
2.573999999999898e-01	2.574000e-01	7.358452e-07
2.574999999999898e-01	2.575000e-01	7.374763e-07
2.575999999999898e-01	2.576000e-01	7.391112e-07
2.576999999999898e-01	2.577000e-01	7.407495e-07
2.577999999999898e-01	2.578000e-01	7.423915e-07
2.578999999999897e-01	2.579000e-01	7.440372e-07
2.579999999999897e-01	2.580000e-01	7.456865e-07
2.580999999999897e-01	2.581000e-01	7.473394e-07
2.581999999999897e-01	2.582000e-01	7.489959e-07
2.582999999999897e-01	2.583000e-01	7.506562e-07
2.583999999999897e-01	2.584000e-01	7.523200e-07
2.584999999999897e-01	2.585000e-01	7.539876e-07
2.585999999999897e-01	2.586000e-01	7.556589e-07
2.586999999999897e-01	2.587000e-01	7.573338e-07
2.587999999999896e-01	2.588000e-01	7.590125e-07
2.588999999999896e-01	2.589000e-01	7.606948e-07
2.589999999999896e-01	2.590000e-01	7.623809e-07
2.590999999999896e-01	2.591000e-01	7.640707e-07
2.591999999999896e-01	2.592000e-01	7.657642e-07
2.592999999999896e-01	2.593000e-01	7.674615e-07
2.593999999999896e-01	2.594000e-01	7.691625e-07
2.594999999999896e-01	2.595000e-01	7.708673e-07
2.595999999999896e-01	2.596000e-01	7.725758e-07
2.596999999999896e-01	2.597000e-01	7.742881e-07
2.597999999999895e-01	2.598000e-01	7.760042e-07
2.598999999999895e-01	2.599000e-01	7.777242e-07
2.599999999999895e-01	2.600000e-01	7.794478e-07
2.600999999999895e-01	2.601000e-01	7.811753e-07
2.601999999999895e-01	2.602000e-01	7.829066e-07
2.602999999999895e-01	2.603000e-01	7.846418e-07
2.603999999999895e-01	2.604000e-01	7.863808e-07
2.604999999999895e-01	2.605000e-01	7.881236e-07
2.605999999999895e-01	2.606000e-01	7.898702e-07
2.606999999999894e-01	2.607000e-01	7.916208e-07
2.607999999999894e-01	2.608000e-01	7.933751e-07
2.608999999999894e-01	2.609000e-01	7.951334e-07
2.609999999999894e-01	2.610000e-01	7.968956e-07
2.610999999999894e-01	2.611000e-01	7.986616e-07
2.611999999999894e-01	2.612000e-01	8.004316e-07
2.612999999999894e-01	2.613000e-01	8.022054e-07
2.613999999999894e-01	2.614000e-01	8.039832e-07
2.614999999999894e-01	2.615000e-01	8.057649e-07
2.615999999999893e-01	2.616000e-01	8.075505e-07
2.616999999999893e-01	2.617000e-01	8.093401e-07
2.617999999999893e-01	2.618000e-01	8.111336e-07
2.618999999999893e-01	2.619000e-01	8.129311e-07
2.619999999999893e-01	2.620000e-01	8.147326e-07
2.620999999999893e-01	2.621000e-01	8.165381e-07
2.621999999999893e-01	2.622000e-01	8.183475e-07
2.622999999999893e-01	2.623000e-01	8.201609e-07
2.623999999999893e-01	2.624000e-01	8.219784e-07
2.624999999999892e-01	2.625000e-01	8.237998e-07
2.625999999999892e-01	2.626000e-01	8.256253e-07
2.626999999999892e-01	2.627000e-01	8.274549e-07
2.627999999999892e-01	2.628000e-01	8.292884e-07
2.628999999999892e-01	2.629000e-01	8.311260e-07
2.629999999999892e-01	2.630000e-01	8.329677e-07
2.630999999999892e-01	2.631000e-01	8.348134e-07
2.631999999999892e-01	2.632000e-01	8.366632e-07
2.632999999999892e-01	2.633000e-01	8.385171e-07
2.633999999999891e-01	2.634000e-01	8.403751e-07
2.634999999999891e-01	2.635000e-01	8.422372e-07
2.635999999999891e-01	2.636000e-01	8.441034e-07
2.636999999999891e-01	2.637000e-01	8.459737e-07
2.637999999999891e-01	2.638000e-01	8.478482e-07
2.638999999999891e-01	2.639000e-01	8.497268e-07
2.639999999999891e-01	2.640000e-01	8.516096e-07
2.640999999999891e-01	2.641000e-01	8.534965e-07
2.641999999999891e-01	2.642000e-01	8.553876e-07
2.642999999999890e-01	2.643000e-01	8.572828e-07
2.643999999999890e-01	2.644000e-01	8.591823e-07
2.644999999999890e-01	2.645000e-01	8.610859e-07
2.645999999999890e-01	2.646000e-01	8.629938e-07
2.646999999999890e-01	2.647000e-01	8.649058e-07
2.647999999999890e-01	2.648000e-01	8.668221e-07
2.648999999999890e-01	2.649000e-01	8.687426e-07
2.649999999999890e-01	2.650000e-01	8.706674e-07
2.650999999999890e-01	2.651000e-01	8.725964e-07
2.651999999999889e-01	2.652000e-01	8.745297e-07
2.652999999999889e-01	2.653000e-01	8.764673e-07
2.653999999999889e-01	2.654000e-01	8.784091e-07
2.654999999999889e-01	2.655000e-01	8.803552e-07
2.655999999999889e-01	2.656000e-01	8.823056e-07
2.656999999999889e-01	2.657000e-01	8.842604e-07
2.657999999999889e-01	2.658000e-01	8.862194e-07
2.658999999999889e-01	2.659000e-01	8.881828e-07
2.659999999999889e-01	2.660000e-01	8.901505e-07
2.660999999999888e-01	2.661000e-01	8.921226e-07
2.661999999999888e-01	2.662000e-01	8.940989e-07
2.662999999999888e-01	2.663000e-01	8.960797e-07
2.663999999999888e-01	2.664000e-01	8.980649e-07
2.664999999999888e-01	2.665000e-01	9.000544e-07
2.665999999999888e-01	2.666000e-01	9.020484e-07
2.666999999999888e-01	2.667000e-01	9.040467e-07
2.667999999999888e-01	2.668000e-01	9.060495e-07
2.668999999999888e-01	2.669000e-01	9.080567e-07
2.669999999999887e-01	2.670000e-01	9.100683e-07
2.670999999999887e-01	2.671000e-01	9.120843e-07
2.671999999999887e-01	2.672000e-01	9.141048e-07
2.672999999999887e-01	2.673000e-01	9.161298e-07
2.673999999999887e-01	2.674000e-01	9.181593e-07
2.674999999999887e-01	2.675000e-01	9.201932e-07
2.675999999999887e-01	2.676000e-01	9.222316e-07
2.676999999999887e-01	2.677000e-01	9.242746e-07
2.677999999999887e-01	2.678000e-01	9.263220e-07
2.678999999999886e-01	2.679000e-01	9.283740e-07
2.679999999999886e-01	2.680000e-01	9.304305e-07
2.680999999999886e-01	2.681000e-01	9.324915e-07
2.681999999999886e-01	2.682000e-01	9.345571e-07
2.682999999999886e-01	2.683000e-01	9.366273e-07
2.683999999999886e-01	2.684000e-01	9.387020e-07
2.684999999999886e-01	2.685000e-01	9.407813e-07
2.685999999999886e-01	2.686000e-01	9.428652e-07
2.686999999999886e-01	2.687000e-01	9.449537e-07
2.687999999999885e-01	2.688000e-01	9.470468e-07
2.688999999999885e-01	2.689000e-01	9.491446e-07
2.689999999999885e-01	2.690000e-01	9.512470e-07
2.690999999999885e-01	2.691000e-01	9.533540e-07
2.691999999999885e-01	2.692000e-01	9.554657e-07
2.692999999999885e-01	2.693000e-01	9.575821e-07
2.693999999999885e-01	2.694000e-01	9.597031e-07
2.694999999999885e-01	2.695000e-01	9.618287e-07
2.695999999999885e-01	2.696000e-01	9.639592e-07
2.696999999999884e-01	2.697000e-01	9.660943e-07
2.697999999999884e-01	2.698000e-01	9.682341e-07
2.698999999999884e-01	2.699000e-01	9.703787e-07
2.699999999999884e-01	2.700000e-01	9.725280e-07
2.700999999999884e-01	2.701000e-01	9.746821e-07
2.701999999999884e-01	2.702000e-01	9.768409e-07
2.702999999999884e-01	2.703000e-01	9.790044e-07
2.703999999999884e-01	2.704000e-01	9.811728e-07
2.704999999999884e-01	2.705000e-01	9.833459e-07
2.705999999999883e-01	2.706000e-01	9.855238e-07
2.706999999999883e-01	2.707000e-01	9.877066e-07
2.707999999999883e-01	2.708000e-01	9.898941e-07
2.708999999999883e-01	2.709000e-01	9.920866e-07
2.709999999999883e-01	2.710000e-01	9.942838e-07
2.710999999999883e-01	2.711000e-01	9.964859e-07
2.711999999999883e-01	2.712000e-01	9.986928e-07
2.712999999999883e-01	2.713000e-01	1.000905e-06
2.713999999999883e-01	2.714000e-01	1.003121e-06
2.714999999999883e-01	2.715000e-01	1.005343e-06
2.715999999999882e-01	2.716000e-01	1.007570e-06
2.716999999999882e-01	2.717000e-01	1.009801e-06
2.717999999999882e-01	2.718000e-01	1.012037e-06
2.718999999999882e-01	2.719000e-01	1.014279e-06
2.719999999999882e-01	2.720000e-01	1.016525e-06
2.720999999999882e-01	2.721000e-01	1.018776e-06
2.721999999999882e-01	2.722000e-01	1.021033e-06
2.722999999999882e-01	2.723000e-01	1.023294e-06
2.723999999999882e-01	2.724000e-01	1.025560e-06
2.724999999999881e-01	2.725000e-01	1.027831e-06
2.725999999999881e-01	2.726000e-01	1.030107e-06
2.726999999999881e-01	2.727000e-01	1.032388e-06
2.727999999999881e-01	2.728000e-01	1.034675e-06
2.728999999999881e-01	2.729000e-01	1.036966e-06
2.729999999999881e-01	2.730000e-01	1.039263e-06
2.730999999999881e-01	2.731000e-01	1.041564e-06
2.731999999999881e-01	2.732000e-01	1.043870e-06
2.732999999999881e-01	2.733000e-01	1.046182e-06
2.733999999999880e-01	2.734000e-01	1.048499e-06
2.734999999999880e-01	2.735000e-01	1.050821e-06
2.735999999999880e-01	2.736000e-01	1.053148e-06
2.736999999999880e-01	2.737000e-01	1.055480e-06
2.737999999999880e-01	2.738000e-01	1.057817e-06
2.738999999999880e-01	2.739000e-01	1.060160e-06
2.739999999999880e-01	2.740000e-01	1.062507e-06
2.740999999999880e-01	2.741000e-01	1.064860e-06
2.741999999999880e-01	2.742000e-01	1.067218e-06
