v1	V(n001)	I(D1)
6.196999999999500e-01	6.197000e-01	2.132471e-03
6.197999999999499e-01	6.198000e-01	2.137059e-03
6.198999999999499e-01	6.199000e-01	2.141657e-03
6.199999999999499e-01	6.200000e-01	2.146264e-03
6.200999999999499e-01	6.201000e-01	2.150881e-03
6.201999999999499e-01	6.202000e-01	2.155508e-03
6.202999999999499e-01	6.203000e-01	2.160145e-03
6.203999999999499e-01	6.204000e-01	2.164791e-03
6.204999999999499e-01	6.205000e-01	2.169447e-03
6.205999999999499e-01	6.206000e-01	2.174112e-03
6.206999999999498e-01	6.207000e-01	2.178787e-03
6.207999999999498e-01	6.208000e-01	2.183473e-03
6.208999999999498e-01	6.209000e-01	2.188168e-03
6.209999999999498e-01	6.210000e-01	2.192872e-03
6.210999999999498e-01	6.211000e-01	2.197587e-03
6.211999999999498e-01	6.212000e-01	2.202311e-03
6.212999999999498e-01	6.213000e-01	2.207046e-03
6.213999999999498e-01	6.214000e-01	2.211790e-03
6.214999999999498e-01	6.215000e-01	2.216544e-03
6.215999999999497e-01	6.216000e-01	2.221308e-03
6.216999999999497e-01	6.217000e-01	2.226082e-03
6.217999999999497e-01	6.218000e-01	2.230866e-03
6.218999999999497e-01	6.219000e-01	2.235661e-03
6.219999999999497e-01	6.220000e-01	2.240465e-03
6.220999999999497e-01	6.221000e-01	2.245279e-03
6.221999999999497e-01	6.222000e-01	2.250103e-03
6.222999999999497e-01	6.223000e-01	2.254937e-03
6.223999999999497e-01	6.224000e-01	2.259782e-03
6.224999999999496e-01	6.225000e-01	2.264636e-03
6.225999999999496e-01	6.226000e-01	2.269501e-03
6.226999999999496e-01	6.227000e-01	2.274375e-03
6.227999999999496e-01	6.228000e-01	2.279260e-03
6.228999999999496e-01	6.229000e-01	2.284156e-03
6.229999999999496e-01	6.230000e-01	2.289061e-03
6.230999999999496e-01	6.231000e-01	2.293977e-03
6.231999999999496e-01	6.232000e-01	2.298902e-03
6.232999999999496e-01	6.233000e-01	2.303839e-03
6.233999999999496e-01	6.234000e-01	2.308785e-03
6.234999999999495e-01	6.235000e-01	2.313742e-03
6.235999999999495e-01	6.236000e-01	2.318709e-03
6.236999999999495e-01	6.237000e-01	2.323687e-03
6.237999999999495e-01	6.238000e-01	2.328675e-03
6.238999999999495e-01	6.239000e-01	2.333673e-03
6.239999999999495e-01	6.240000e-01	2.338682e-03
6.240999999999495e-01	6.241000e-01	2.343701e-03
6.241999999999495e-01	6.242000e-01	2.348730e-03
6.242999999999495e-01	6.243000e-01	2.353770e-03
6.243999999999494e-01	6.244000e-01	2.358821e-03
6.244999999999494e-01	6.245000e-01	2.363882e-03
6.245999999999494e-01	6.246000e-01	2.368954e-03
6.246999999999494e-01	6.247000e-01	2.374036e-03
6.247999999999494e-01	6.248000e-01	2.379129e-03
6.248999999999494e-01	6.249000e-01	2.384232e-03
6.249999999999494e-01	6.250000e-01	2.389346e-03
6.250999999999494e-01	6.251000e-01	2.394471e-03
6.251999999999494e-01	6.252000e-01	2.399606e-03
6.252999999999493e-01	6.253000e-01	2.404753e-03
6.253999999999493e-01	6.254000e-01	2.409909e-03
6.254999999999493e-01	6.255000e-01	2.415077e-03
6.255999999999493e-01	6.256000e-01	2.420255e-03
6.256999999999493e-01	6.257000e-01	2.425444e-03
6.257999999999493e-01	6.258000e-01	2.430644e-03
6.258999999999493e-01	6.259000e-01	2.435855e-03
6.259999999999493e-01	6.260000e-01	2.441076e-03
6.260999999999493e-01	6.261000e-01	2.446308e-03
6.261999999999492e-01	6.262000e-01	2.451552e-03
6.262999999999492e-01	6.263000e-01	2.456806e-03
6.263999999999492e-01	6.264000e-01	2.462071e-03
6.264999999999492e-01	6.265000e-01	2.467347e-03
6.265999999999492e-01	6.266000e-01	2.472634e-03
6.266999999999492e-01	6.267000e-01	2.477932e-03
6.267999999999492e-01	6.268000e-01	2.483241e-03
6.268999999999492e-01	6.269000e-01	2.488561e-03
6.269999999999492e-01	6.270000e-01	2.493892e-03
6.270999999999491e-01	6.271000e-01	2.499234e-03
6.271999999999491e-01	6.272000e-01	2.504587e-03
6.272999999999491e-01	6.273000e-01	2.509952e-03
6.273999999999491e-01	6.274000e-01	2.515327e-03
6.274999999999491e-01	6.275000e-01	2.520714e-03
6.275999999999491e-01	6.276000e-01	2.526112e-03
6.276999999999491e-01	6.277000e-01	2.531521e-03
6.277999999999491e-01	6.278000e-01	2.536941e-03
6.278999999999491e-01	6.279000e-01	2.542373e-03
6.279999999999490e-01	6.280000e-01	2.547815e-03
6.280999999999490e-01	6.281000e-01	2.553269e-03
6.281999999999490e-01	6.282000e-01	2.558735e-03
6.282999999999490e-01	6.283000e-01	2.564211e-03
6.283999999999490e-01	6.284000e-01	2.569700e-03
6.284999999999490e-01	6.285000e-01	2.575199e-03
6.285999999999490e-01	6.286000e-01	2.580710e-03
6.286999999999490e-01	6.287000e-01	2.586232e-03
6.287999999999490e-01	6.288000e-01	2.591766e-03
6.288999999999489e-01	6.289000e-01	2.597311e-03
6.289999999999489e-01	6.290000e-01	2.602868e-03
6.290999999999489e-01	6.291000e-01	2.608436e-03
6.291999999999489e-01	6.292000e-01	2.614015e-03
6.292999999999489e-01	6.293000e-01	2.619607e-03
6.293999999999489e-01	6.294000e-01	2.625210e-03
6.294999999999489e-01	6.295000e-01	2.630824e-03
6.295999999999489e-01	6.296000e-01	2.636450e-03
6.296999999999489e-01	6.297000e-01	2.642088e-03
6.297999999999488e-01	6.298000e-01	2.647737e-03
6.298999999999488e-01	6.299000e-01	2.653398e-03
6.299999999999488e-01	6.300000e-01	2.659071e-03
6.300999999999488e-01	6.301000e-01	2.664756e-03
6.301999999999488e-01	6.302000e-01	2.670452e-03
6.302999999999488e-01	6.303000e-01	2.676160e-03
6.303999999999488e-01	6.304000e-01	2.681880e-03
6.304999999999488e-01	6.305000e-01	2.687612e-03
6.305999999999488e-01	6.306000e-01	2.693355e-03
6.306999999999487e-01	6.307000e-01	2.699111e-03
6.307999999999487e-01	6.308000e-01	2.704878e-03
6.308999999999487e-01	6.309000e-01	2.710657e-03
6.309999999999487e-01	6.310000e-01	2.716448e-03
6.310999999999487e-01	6.311000e-01	2.722251e-03
6.311999999999487e-01	6.312000e-01	2.728067e-03
6.312999999999487e-01	6.313000e-01	2.733894e-03
6.313999999999487e-01	6.314000e-01	2.739733e-03
6.314999999999487e-01	6.315000e-01	2.745584e-03
6.315999999999486e-01	6.316000e-01	2.751447e-03
6.316999999999486e-01	6.317000e-01	2.757323e-03
6.317999999999486e-01	6.318000e-01	2.763210e-03
6.318999999999486e-01	6.319000e-01	2.769110e-03
6.319999999999486e-01	6.320000e-01	2.775022e-03
6.320999999999486e-01	6.321000e-01	2.780946e-03
6.321999999999486e-01	6.322000e-01	2.786882e-03
6.322999999999486e-01	6.323000e-01	2.792831e-03
6.323999999999486e-01	6.324000e-01	2.798792e-03
6.324999999999485e-01	6.325000e-01	2.804765e-03
6.325999999999485e-01	6.326000e-01	2.810750e-03
6.326999999999485e-01	6.327000e-01	2.816748e-03
6.327999999999485e-01	6.328000e-01	2.822758e-03
6.328999999999485e-01	6.329000e-01	2.828780e-03
6.329999999999485e-01	6.330000e-01	2.834815e-03
6.330999999999485e-01	6.331000e-01	2.840863e-03
6.331999999999485e-01	6.332000e-01	2.846922e-03
6.332999999999485e-01	6.333000e-01	2.852994e-03
6.333999999999484e-01	6.334000e-01	2.859079e-03
6.334999999999484e-01	6.335000e-01	2.865177e-03
6.335999999999484e-01	6.336000e-01	2.871286e-03
6.336999999999484e-01	6.337000e-01	2.877409e-03
6.337999999999484e-01	6.338000e-01	2.883544e-03
6.338999999999484e-01	6.339000e-01	2.889691e-03
6.339999999999484e-01	6.340000e-01	2.895852e-03
6.340999999999484e-01	6.341000e-01	2.902025e-03
6.341999999999484e-01	6.342000e-01	2.908210e-03
6.342999999999483e-01	6.343000e-01	2.914409e-03
6.343999999999483e-01	6.344000e-01	2.920620e-03
6.344999999999483e-01	6.345000e-01	2.926844e-03
6.345999999999483e-01	6.346000e-01	2.933080e-03
6.346999999999483e-01	6.347000e-01	2.939330e-03
6.347999999999483e-01	6.348000e-01	2.945592e-03
6.348999999999483e-01	6.349000e-01	2.951867e-03
6.349999999999483e-01	6.350000e-01	2.958155e-03
6.350999999999483e-01	6.351000e-01	2.964457e-03
6.351999999999483e-01	6.352000e-01	2.970770e-03
6.352999999999482e-01	6.353000e-01	2.977097e-03
6.353999999999482e-01	6.354000e-01	2.983437e-03
6.354999999999482e-01	6.355000e-01	2.989790e-03
6.355999999999482e-01	6.356000e-01	2.996156e-03
6.356999999999482e-01	6.357000e-01	3.002535e-03
6.357999999999482e-01	6.358000e-01	3.008927e-03
6.358999999999482e-01	6.359000e-01	3.015332e-03
6.359999999999482e-01	6.360000e-01	3.021751e-03
6.360999999999482e-01	6.361000e-01	3.028182e-03
6.361999999999481e-01	6.362000e-01	3.034627e-03
6.362999999999481e-01	6.363000e-01	3.041085e-03
6.363999999999481e-01	6.364000e-01	3.047556e-03
6.364999999999481e-01	6.365000e-01	3.054040e-03
6.365999999999481e-01	6.366000e-01	3.060538e-03
6.366999999999481e-01	6.367000e-01	3.067049e-03
6.367999999999481e-01	6.368000e-01	3.073573e-03
6.368999999999481e-01	6.369000e-01	3.080111e-03
6.369999999999481e-01	6.370000e-01	3.086662e-03
6.370999999999480e-01	6.371000e-01	3.093227e-03
6.371999999999480e-01	6.372000e-01	3.099805e-03
6.372999999999480e-01	6.373000e-01	3.106396e-03
6.373999999999480e-01	6.374000e-01	3.113001e-03
6.374999999999480e-01	6.375000e-01	3.119619e-03
6.375999999999480e-01	6.376000e-01	3.126251e-03
6.376999999999480e-01	6.377000e-01	3.132897e-03
6.377999999999480e-01	6.378000e-01	3.139556e-03
6.378999999999480e-01	6.379000e-01	3.146229e-03
6.379999999999479e-01	6.380000e-01	3.152915e-03
6.380999999999479e-01	6.381000e-01	3.159615e-03
6.381999999999479e-01	6.382000e-01	3.166329e-03
6.382999999999479e-01	6.383000e-01	3.173056e-03
6.383999999999479e-01	6.384000e-01	3.179797e-03
6.384999999999479e-01	6.385000e-01	3.186553e-03
6.385999999999479e-01	6.386000e-01	3.193321e-03
6.386999999999479e-01	6.387000e-01	3.200104e-03
6.387999999999479e-01	6.388000e-01	3.206900e-03
6.388999999999478e-01	6.389000e-01	3.213711e-03
6.389999999999478e-01	6.390000e-01	3.220535e-03
6.390999999999478e-01	6.391000e-01	3.227373e-03
6.391999999999478e-01	6.392000e-01	3.234225e-03
6.392999999999478e-01	6.393000e-01	3.241091e-03
6.393999999999478e-01	6.394000e-01	3.247971e-03
6.394999999999478e-01	6.395000e-01	3.254865e-03
6.395999999999478e-01	6.396000e-01	3.261774e-03
6.396999999999478e-01	6.397000e-01	3.268696e-03
6.397999999999477e-01	6.398000e-01	3.275632e-03
6.398999999999477e-01	6.399000e-01	3.282583e-03
6.399999999999477e-01	6.400000e-01	3.289548e-03
6.400999999999477e-01	6.401000e-01	3.296526e-03
6.401999999999477e-01	6.402000e-01	3.303519e-03
6.402999999999477e-01	6.403000e-01	3.310527e-03
6.403999999999477e-01	6.404000e-01	3.317548e-03
6.404999999999477e-01	6.405000e-01	3.324584e-03
6.405999999999477e-01	6.406000e-01	3.331634e-03
6.406999999999476e-01	6.407000e-01	3.338699e-03
6.407999999999476e-01	6.408000e-01	3.345778e-03
6.408999999999476e-01	6.409000e-01	3.352871e-03
6.409999999999476e-01	6.410000e-01	3.359979e-03
6.410999999999476e-01	6.411000e-01	3.367101e-03
6.411999999999476e-01	6.412000e-01	3.374238e-03
6.412999999999476e-01	6.413000e-01	3.381389e-03
6.413999999999476e-01	6.414000e-01	3.388555e-03
6.414999999999476e-01	6.415000e-01	3.395735e-03
6.415999999999475e-01	6.416000e-01	3.402930e-03
6.416999999999475e-01	6.417000e-01	3.410140e-03
6.417999999999475e-01	6.418000e-01	3.417364e-03
6.418999999999475e-01	6.419000e-01	3.424603e-03
6.419999999999475e-01	6.420000e-01	3.431857e-03
6.420999999999475e-01	6.421000e-01	3.439125e-03
6.421999999999475e-01	6.422000e-01	3.446408e-03
6.422999999999475e-01	6.423000e-01	3.453706e-03
6.423999999999475e-01	6.424000e-01	3.461018e-03
6.424999999999474e-01	6.425000e-01	3.468346e-03
6.425999999999474e-01	6.426000e-01	3.475688e-03
6.426999999999474e-01	6.427000e-01	3.483045e-03
6.427999999999474e-01	6.428000e-01	3.490418e-03
6.428999999999474e-01	6.429000e-01	3.497805e-03
6.429999999999474e-01	6.430000e-01	3.505207e-03
6.430999999999474e-01	6.431000e-01	3.512624e-03
6.431999999999474e-01	6.432000e-01	3.520056e-03
6.432999999999474e-01	6.433000e-01	3.527503e-03
6.433999999999473e-01	6.434000e-01	3.534966e-03
6.434999999999473e-01	6.435000e-01	3.542443e-03
6.435999999999473e-01	6.436000e-01	3.549936e-03
6.436999999999473e-01	6.437000e-01	3.557443e-03
6.437999999999473e-01	6.438000e-01	3.564966e-03
6.438999999999473e-01	6.439000e-01	3.572504e-03
6.439999999999473e-01	6.440000e-01	3.580058e-03
6.440999999999473e-01	6.441000e-01	3.587626e-03
6.441999999999473e-01	6.442000e-01	3.595210e-03
6.442999999999472e-01	6.443000e-01	3.602810e-03
6.443999999999472e-01	6.444000e-01	3.610424e-03
6.444999999999472e-01	6.445000e-01	3.618054e-03
6.445999999999472e-01	6.446000e-01	3.625700e-03
6.446999999999472e-01	6.447000e-01	3.633361e-03
6.447999999999472e-01	6.448000e-01	3.641037e-03
6.448999999999472e-01	6.449000e-01	3.648729e-03
6.449999999999472e-01	6.450000e-01	3.656437e-03
6.450999999999472e-01	6.451000e-01	3.664160e-03
6.451999999999471e-01	6.452000e-01	3.671899e-03
6.452999999999471e-01	6.453000e-01	3.679653e-03
6.453999999999471e-01	6.454000e-01	3.687423e-03
6.454999999999471e-01	6.455000e-01	3.695208e-03
6.455999999999471e-01	6.456000e-01	3.703010e-03
6.456999999999471e-01	6.457000e-01	3.710827e-03
6.457999999999471e-01	6.458000e-01	3.718660e-03
6.458999999999471e-01	6.459000e-01	3.726508e-03
6.459999999999471e-01	6.460000e-01	3.734373e-03
6.460999999999471e-01	6.461000e-01	3.742253e-03
6.461999999999470e-01	6.462000e-01	3.750149e-03
6.462999999999470e-01	6.463000e-01	3.758061e-03
6.463999999999470e-01	6.464000e-01	3.765989e-03
6.464999999999470e-01	6.465000e-01	3.773933e-03
6.465999999999470e-01	6.466000e-01	3.781893e-03
6.466999999999470e-01	6.467000e-01	3.789869e-03
6.467999999999470e-01	6.468000e-01	3.797861e-03
6.468999999999470e-01	6.469000e-01	3.805869e-03
6.469999999999470e-01	6.470000e-01	3.813894e-03
6.470999999999469e-01	6.471000e-01	3.821934e-03
6.471999999999469e-01	6.472000e-01	3.829991e-03
6.472999999999469e-01	6.473000e-01	3.838063e-03
6.473999999999469e-01	6.474000e-01	3.846152e-03
6.474999999999469e-01	6.475000e-01	3.854258e-03
6.475999999999469e-01	6.476000e-01	3.862379e-03
6.476999999999469e-01	6.477000e-01	3.870517e-03
6.477999999999469e-01	6.478000e-01	3.878672e-03
6.478999999999469e-01	6.479000e-01	3.886842e-03
6.479999999999468e-01	6.480000e-01	3.895029e-03
6.480999999999468e-01	6.481000e-01	3.903233e-03
6.481999999999468e-01	6.482000e-01	3.911453e-03
6.482999999999468e-01	6.483000e-01	3.919689e-03
6.483999999999468e-01	6.484000e-01	3.927942e-03
6.484999999999468e-01	6.485000e-01	3.936212e-03
6.485999999999468e-01	6.486000e-01	3.944498e-03
6.486999999999468e-01	6.487000e-01	3.952801e-03
6.487999999999468e-01	6.488000e-01	3.961120e-03
6.488999999999467e-01	6.489000e-01	3.969456e-03
6.489999999999467e-01	6.490000e-01	3.977809e-03
6.490999999999467e-01	6.491000e-01	3.986178e-03
6.491999999999467e-01	6.492000e-01	3.994565e-03
6.492999999999467e-01	6.493000e-01	4.002968e-03
6.493999999999467e-01	6.494000e-01	4.011388e-03
6.494999999999467e-01	6.495000e-01	4.019825e-03
6.495999999999467e-01	6.496000e-01	4.028278e-03
6.496999999999467e-01	6.497000e-01	4.036749e-03
6.497999999999466e-01	6.498000e-01	4.045237e-03
6.498999999999466e-01	6.499000e-01	4.053741e-03
6.499999999999466e-01	6.500000e-01	4.062263e-03
6.500999999999466e-01	6.501000e-01	4.070802e-03
6.501999999999466e-01	6.502000e-01	4.079357e-03
6.502999999999466e-01	6.503000e-01	4.087930e-03
6.503999999999466e-01	6.504000e-01	4.096520e-03
6.504999999999466e-01	6.505000e-01	4.105127e-03
6.505999999999466e-01	6.506000e-01	4.113751e-03
6.506999999999465e-01	6.507000e-01	4.122393e-03
6.507999999999465e-01	6.508000e-01	4.131052e-03
6.508999999999465e-01	6.509000e-01	4.139728e-03
6.509999999999465e-01	6.510000e-01	4.148421e-03
6.510999999999465e-01	6.511000e-01	4.157132e-03
6.511999999999465e-01	6.512000e-01	4.165860e-03
6.512999999999465e-01	6.513000e-01	4.174605e-03
6.513999999999465e-01	6.514000e-01	4.183368e-03
6.514999999999465e-01	6.515000e-01	4.192149e-03
6.515999999999464e-01	6.516000e-01	4.200947e-03
6.516999999999464e-01	6.517000e-01	4.209762e-03
6.517999999999464e-01	6.518000e-01	4.218596e-03
6.518999999999464e-01	6.519000e-01	4.227446e-03
6.519999999999464e-01	6.520000e-01	4.236314e-03
6.520999999999464e-01	6.521000e-01	4.245201e-03
6.521999999999464e-01	6.522000e-01	4.254104e-03
6.522999999999464e-01	6.523000e-01	4.263026e-03
6.523999999999464e-01	6.524000e-01	4.271965e-03
6.524999999999463e-01	6.525000e-01	4.280922e-03
6.525999999999463e-01	6.526000e-01	4.289897e-03
6.526999999999463e-01	6.527000e-01	4.298889e-03
6.527999999999463e-01	6.528000e-01	4.307900e-03
6.528999999999463e-01	6.529000e-01	4.316928e-03
6.529999999999463e-01	6.530000e-01	4.325974e-03
6.530999999999463e-01	6.531000e-01	4.335039e-03
6.531999999999463e-01	6.532000e-01	4.344121e-03
6.532999999999463e-01	6.533000e-01	4.353222e-03
6.533999999999462e-01	6.534000e-01	4.362340e-03
6.534999999999462e-01	6.535000e-01	4.371477e-03
6.535999999999462e-01	6.536000e-01	4.380631e-03
6.536999999999462e-01	6.537000e-01	4.389804e-03
6.537999999999462e-01	6.538000e-01	4.398996e-03
6.538999999999462e-01	6.539000e-01	4.408205e-03
6.539999999999462e-01	6.540000e-01	4.417432e-03
6.540999999999462e-01	6.541000e-01	4.426678e-03
6.541999999999462e-01	6.542000e-01	4.435943e-03
6.542999999999461e-01	6.543000e-01	4.445225e-03
6.543999999999461e-01	6.544000e-01	4.454526e-03
6.544999999999461e-01	6.545000e-01	4.463845e-03
6.545999999999461e-01	6.546000e-01	4.473183e-03
6.546999999999461e-01	6.547000e-01	4.482540e-03
6.547999999999461e-01	6.548000e-01	4.491915e-03
6.548999999999461e-01	6.549000e-01	4.501308e-03
6.549999999999461e-01	6.550000e-01	4.510720e-03
6.550999999999461e-01	6.551000e-01	4.520151e-03
6.551999999999460e-01	6.552000e-01	4.529600e-03
6.552999999999460e-01	6.553000e-01	4.539068e-03
6.553999999999460e-01	6.554000e-01	4.548555e-03
6.554999999999460e-01	6.555000e-01	4.558061e-03
6.555999999999460e-01	6.556000e-01	4.567585e-03
6.556999999999460e-01	6.557000e-01	4.577128e-03
6.557999999999460e-01	6.558000e-01	4.586690e-03
6.558999999999460e-01	6.559000e-01	4.596271e-03
6.559999999999460e-01	6.560000e-01	4.605871e-03
6.560999999999459e-01	6.561000e-01	4.615490e-03
6.561999999999459e-01	6.562000e-01	4.625128e-03
6.562999999999459e-01	6.563000e-01	4.634784e-03
6.563999999999459e-01	6.564000e-01	4.644460e-03
6.564999999999459e-01	6.565000e-01	4.654155e-03
6.565999999999459e-01	6.566000e-01	4.663869e-03
6.566999999999459e-01	6.567000e-01	4.673602e-03
6.567999999999459e-01	6.568000e-01	4.683354e-03
6.568999999999459e-01	6.569000e-01	4.693126e-03
6.569999999999458e-01	6.570000e-01	4.702917e-03
6.570999999999458e-01	6.571000e-01	4.712727e-03
6.571999999999458e-01	6.572000e-01	4.722557e-03
6.572999999999458e-01	6.573000e-01	4.732405e-03
6.573999999999458e-01	6.574000e-01	4.742274e-03
6.574999999999458e-01	6.575000e-01	4.752161e-03
6.575999999999458e-01	6.576000e-01	4.762068e-03
6.576999999999458e-01	6.577000e-01	4.771995e-03
6.577999999999458e-01	6.578000e-01	4.781941e-03
6.578999999999458e-01	6.579000e-01	4.791907e-03
6.579999999999457e-01	6.580000e-01	4.801892e-03
6.580999999999457e-01	6.581000e-01	4.811896e-03
6.581999999999457e-01	6.582000e-01	4.821921e-03
6.582999999999457e-01	6.583000e-01	4.831965e-03
6.583999999999457e-01	6.584000e-01	4.842029e-03
6.584999999999457e-01	6.585000e-01	4.852113e-03
6.585999999999457e-01	6.586000e-01	4.862216e-03
6.586999999999457e-01	6.587000e-01	4.872339e-03
6.587999999999457e-01	6.588000e-01	4.882483e-03
6.588999999999456e-01	6.589000e-01	4.892646e-03
6.589999999999456e-01	6.590000e-01	4.902828e-03
6.590999999999456e-01	6.591000e-01	4.913032e-03
6.591999999999456e-01	6.592000e-01	4.923255e-03
6.592999999999456e-01	6.593000e-01	4.933497e-03
6.593999999999456e-01	6.594000e-01	4.943761e-03
6.594999999999456e-01	6.595000e-01	4.954044e-03
6.595999999999456e-01	6.596000e-01	4.964347e-03
6.596999999999456e-01	6.597000e-01	4.974670e-03
6.597999999999455e-01	6.598000e-01	4.985014e-03
6.598999999999455e-01	6.599000e-01	4.995378e-03
6.599999999999455e-01	6.600000e-01	5.005762e-03
6.600999999999455e-01	6.601000e-01	5.016167e-03
6.601999999999455e-01	6.602000e-01	5.026591e-03
6.602999999999455e-01	6.603000e-01	5.037037e-03
6.603999999999455e-01	6.604000e-01	5.047502e-03
6.604999999999455e-01	6.605000e-01	5.057988e-03
6.605999999999455e-01	6.606000e-01	5.068495e-03
6.606999999999454e-01	6.607000e-01	5.079022e-03
6.607999999999454e-01	6.608000e-01	5.089569e-03
6.608999999999454e-01	6.609000e-01	5.100138e-03
6.609999999999454e-01	6.610000e-01	5.110727e-03
6.610999999999454e-01	6.611000e-01	5.121336e-03
6.611999999999454e-01	6.612000e-01	5.131966e-03
6.612999999999454e-01	6.613000e-01	5.142617e-03
6.613999999999454e-01	6.614000e-01	5.153289e-03
6.614999999999454e-01	6.615000e-01	5.163981e-03
6.615999999999453e-01	6.616000e-01	5.174695e-03
6.616999999999453e-01	6.617000e-01	5.185429e-03
6.617999999999453e-01	6.618000e-01	5.196184e-03
6.618999999999453e-01	6.619000e-01	5.206960e-03
6.619999999999453e-01	6.620000e-01	5.217757e-03
6.620999999999453e-01	6.621000e-01	5.228575e-03
6.621999999999453e-01	6.622000e-01	5.239414e-03
6.622999999999453e-01	6.623000e-01	5.250274e-03
6.623999999999453e-01	6.624000e-01	5.261155e-03
6.624999999999452e-01	6.625000e-01	5.272058e-03
6.625999999999452e-01	6.626000e-01	5.282981e-03
6.626999999999452e-01	6.627000e-01	5.293926e-03
6.627999999999452e-01	6.628000e-01	5.304892e-03
6.628999999999452e-01	6.629000e-01	5.315879e-03
6.629999999999452e-01	6.630000e-01	5.326888e-03
6.630999999999452e-01	6.631000e-01	5.337918e-03
6.631999999999452e-01	6.632000e-01	5.348970e-03
6.632999999999452e-01	6.633000e-01	5.360043e-03
6.633999999999451e-01	6.634000e-01	5.371137e-03
6.634999999999451e-01	6.635000e-01	5.382253e-03
6.635999999999451e-01	6.636000e-01	5.393391e-03
6.636999999999451e-01	6.637000e-01	5.404550e-03
6.637999999999451e-01	6.638000e-01	5.415730e-03
6.638999999999451e-01	6.639000e-01	5.426933e-03
6.639999999999451e-01	6.640000e-01	5.438156e-03
6.640999999999451e-01	6.641000e-01	5.449402e-03
6.641999999999451e-01	6.642000e-01	5.460670e-03
6.642999999999450e-01	6.643000e-01	5.471959e-03
6.643999999999450e-01	6.644000e-01	5.483270e-03
6.644999999999450e-01	6.645000e-01	5.494603e-03
6.645999999999450e-01	6.646000e-01	5.505958e-03
6.646999999999450e-01	6.647000e-01	5.517335e-03
6.647999999999450e-01	6.648000e-01	5.528734e-03
6.648999999999450e-01	6.649000e-01	5.540155e-03
6.649999999999450e-01	6.650000e-01	5.551598e-03
6.650999999999450e-01	6.651000e-01	5.563063e-03
6.651999999999449e-01	6.652000e-01	5.574550e-03
6.652999999999449e-01	6.653000e-01	5.586059e-03
6.653999999999449e-01	6.654000e-01	5.597591e-03
6.654999999999449e-01	6.655000e-01	5.609145e-03
6.655999999999449e-01	6.656000e-01	5.620721e-03
6.656999999999449e-01	6.657000e-01	5.632319e-03
6.657999999999449e-01	6.658000e-01	5.643940e-03
6.658999999999449e-01	6.659000e-01	5.655583e-03
6.659999999999449e-01	6.660000e-01	5.667249e-03
6.660999999999448e-01	6.661000e-01	5.678936e-03
6.661999999999448e-01	6.662000e-01	5.690647e-03
6.662999999999448e-01	6.663000e-01	5.702380e-03
6.663999999999448e-01	6.664000e-01	5.714136e-03
6.664999999999448e-01	6.665000e-01	5.725914e-03
6.665999999999448e-01	6.666000e-01	5.737715e-03
6.666999999999448e-01	6.667000e-01	5.749539e-03
6.667999999999448e-01	6.668000e-01	5.761385e-03
6.668999999999448e-01	6.669000e-01	5.773254e-03
6.669999999999447e-01	6.670000e-01	5.785146e-03
6.670999999999447e-01	6.671000e-01	5.797060e-03
6.671999999999447e-01	6.672000e-01	5.808998e-03
6.672999999999447e-01	6.673000e-01	5.820958e-03
6.673999999999447e-01	6.674000e-01	5.832942e-03
6.674999999999447e-01	6.675000e-01	5.844948e-03
6.675999999999447e-01	6.676000e-01	5.856978e-03
6.676999999999447e-01	6.677000e-01	5.869030e-03
6.677999999999447e-01	6.678000e-01	5.881106e-03
6.678999999999446e-01	6.679000e-01	5.893204e-03
6.679999999999446e-01	6.680000e-01	5.905326e-03
6.680999999999446e-01	6.681000e-01	5.917471e-03
6.681999999999446e-01	6.682000e-01	5.929640e-03
6.682999999999446e-01	6.683000e-01	5.941832e-03
6.683999999999446e-01	6.684000e-01	5.954046e-03
6.684999999999446e-01	6.685000e-01	5.966285e-03
6.685999999999446e-01	6.686000e-01	5.978547e-03
6.686999999999446e-01	6.687000e-01	5.990832e-03
6.687999999999445e-01	6.688000e-01	6.003140e-03
6.688999999999445e-01	6.689000e-01	6.015473e-03
6.689999999999445e-01	6.690000e-01	6.027828e-03
6.690999999999445e-01	6.691000e-01	6.040208e-03
6.691999999999445e-01	6.692000e-01	6.052610e-03
6.692999999999445e-01	6.693000e-01	6.065037e-03
6.693999999999445e-01	6.694000e-01	6.077487e-03
6.694999999999445e-01	6.695000e-01	6.089962e-03
6.695999999999445e-01	6.696000e-01	6.102460e-03
6.696999999999445e-01	6.697000e-01	6.114981e-03
6.697999999999444e-01	6.698000e-01	6.127527e-03
6.698999999999444e-01	6.699000e-01	6.140096e-03
6.699999999999444e-01	6.700000e-01	6.152689e-03
6.700999999999444e-01	6.701000e-01	6.165307e-03
6.701999999999444e-01	6.702000e-01	6.177948e-03
6.702999999999444e-01	6.703000e-01	6.190613e-03
6.703999999999444e-01	6.704000e-01	6.203303e-03
6.704999999999444e-01	6.705000e-01	6.216017e-03
6.705999999999444e-01	6.706000e-01	6.228755e-03
6.706999999999443e-01	6.707000e-01	6.241517e-03
6.707999999999443e-01	6.708000e-01	6.254303e-03
6.708999999999443e-01	6.709000e-01	6.267114e-03
6.709999999999443e-01	6.710000e-01	6.279948e-03
6.710999999999443e-01	6.711000e-01	6.292807e-03
6.711999999999443e-01	6.712000e-01	6.305691e-03
6.712999999999443e-01	6.713000e-01	6.318599e-03
